run_id,service_date,depot_id,vehicle_id,assigned_charger_id,timestamp,settlement_date,settlement_period,scheduled_charge_kwh,actual_charge_kwh,actual_charge_kw,meter_quality_flag,actuals_scenario,disruption_type,notes
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-001,DEPOT_A-CHG-01,2026-05-10 02:00:00+01:00,2026-05-10,5,75.0,74.9828240495307,149.9656480990614,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-001,DEPOT_A-CHG-01,2026-05-10 02:30:00+01:00,2026-05-10,6,32.66080000000005,32.62679626862372,65.25359253724744,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-001,DEPOT_A-CHG-01,2026-05-10 06:00:00+01:00,2026-05-10,13,75.0,75.7253298597171,151.4506597194342,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-002,DEPOT_A-CHG-02,2026-05-10 00:00:00+01:00,2026-05-10,1,50.0,50.81876692426774,101.63753384853548,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-002,DEPOT_A-CHG-02,2026-05-10 04:00:00+01:00,2026-05-10,9,14.070000000000022,14.142654494635815,28.28530898927163,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-002,DEPOT_A-CHG-02,2026-05-10 05:00:00+01:00,2026-05-10,11,50.0,50.58635877866956,101.17271755733913,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-003,DEPOT_A-CHG-03,2026-05-10 01:30:00+01:00,2026-05-10,4,26.450000000000045,26.40758999848003,52.81517999696006,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-003,DEPOT_A-CHG-03,2026-05-10 02:30:00+01:00,2026-05-10,6,75.0,76.27050488657943,152.54100977315886,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-003,DEPOT_A-CHG-03,2026-05-10 05:00:00+01:00,2026-05-10,11,75.0,74.71321890489253,149.42643780978506,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-003,DEPOT_A-CHG-03,2026-05-10 06:00:00+01:00,2026-05-10,13,75.0,73.98874007425387,147.97748014850774,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-09 20:30:00+01:00,2026-05-09,42,10.658600000000163,10.796822110030076,21.593644220060153,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 01:00:00+01:00,2026-05-10,3,75.0,74.151746508097,148.303493016194,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 02:00:00+01:00,2026-05-10,5,75.0,74.00150732693689,148.00301465387378,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 03:30:00+01:00,2026-05-10,8,75.0,74.40037067247155,148.8007413449431,ok,base_actuals,none,Synthetic actual follows optimized schedule.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 04:00:00+01:00,2026-05-10,9,75.0,75.95171347068904,151.9034269413781,ok,base_actuals,none,Synthetic actual follows optimized schedule.
